# T=300.0 K, eta=0.010 g/cm s, D=0.2197 mu^2/s, D_r=0.1648 rad^2/s, tmax=1000.0 s, dt=0.020 s, seed=98, <v>=20.0 mu/s, <t>= 1.00 s, lambda_T=0.020, run=True, tumble=True, tbm=False, rbm=False
0.02	3.477463e-02
0.04	7.030556e-02
0.06	1.071441e-01
0.08	1.451801e-01
0.10	1.836880e-01
0.12	2.230703e-01
0.14	2.636048e-01
0.16	3.050954e-01
0.18	3.474805e-01
0.20	3.907431e-01
0.22	4.349936e-01
0.24	4.800259e-01
0.26	5.268889e-01
0.28	5.748079e-01
0.30	6.242177e-01
0.32	6.743644e-01
0.34	7.257437e-01
0.36	7.780489e-01
0.38	8.315220e-01
0.40	8.859556e-01
0.42	9.415993e-01
0.44	9.985178e-01
0.46	1.056193e+00
0.48	1.114794e+00
0.50	1.174706e+00
0.52	1.235231e+00
0.54	1.296767e+00
0.56	1.360079e+00
0.58	1.424367e+00
0.60	1.489650e+00
0.62	1.555790e+00
0.64	1.622771e+00
0.66	1.690618e+00
0.68	1.759735e+00
0.70	1.829848e+00
0.72	1.901499e+00
0.74	1.974530e+00
0.76	2.048664e+00
0.78	2.124151e+00
0.80	2.200790e+00
0.82	2.278483e+00
0.84	2.357247e+00
0.86	2.436776e+00
0.88	2.516901e+00
0.90	2.597547e+00
0.92	2.678740e+00
0.94	2.760854e+00
0.96	2.844290e+00
0.98	2.928631e+00
1.00	3.014080e+00
1.02	3.100228e+00
1.04	3.187712e+00
1.06	3.275875e+00
1.08	3.364584e+00
1.10	3.455214e+00
1.12	3.547566e+00
1.14	3.641213e+00
1.16	3.735809e+00
1.18	3.831304e+00
1.20	3.927934e+00
1.22	4.025386e+00
1.24	4.123769e+00
1.26	4.223416e+00
1.28	4.324257e+00
1.30	4.426012e+00
1.32	4.528956e+00
1.34	4.632417e+00
1.36	4.736764e+00
1.38	4.841955e+00
1.40	4.948056e+00
1.42	5.055039e+00
1.44	5.163064e+00
