# T=300.0 K, eta=0.010 g/cm s, D=0.2197 mu^2/s, D_r=0.1648 rad^2/s, tmax=1000.0 s, dt=0.020 s, seed=98, <v>=20.0 mu/s, <t>= 0.10 s, lambda_T=0.200, run=True, tumble=True, tbm=True, rbm=True
0.00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.02	4.444120e-01	1.535290e-01	9.361554e-02	4.794133e-01
0.04	6.870024e-01	2.160739e-01	4.882390e-02	7.218337e-01
0.06	1.056354e+00	3.260077e-01	9.215738e-02	1.109350e+00
0.08	1.350016e+00	4.757460e-01	8.619976e-02	1.433983e+00
0.10	1.746740e+00	5.338591e-01	2.193916e-01	1.839630e+00
0.12	1.875713e+00	5.794876e-01	4.468945e-01	2.013410e+00
0.14	2.225912e+00	6.566993e-01	7.500903e-01	2.438970e+00
0.16	2.526588e+00	6.434903e-01	6.973671e-01	2.698898e+00
0.18	2.704159e+00	5.452079e-01	5.577143e-01	2.814387e+00
0.20	2.983752e+00	5.305076e-01	5.873540e-01	3.086940e+00
0.22	3.405582e+00	7.143265e-01	4.479931e-01	3.508411e+00
0.24	3.941986e+00	8.093207e-01	3.261260e-01	4.037401e+00
0.26	4.202253e+00	9.614168e-01	2.291823e-01	4.316918e+00
0.28	4.504389e+00	9.954950e-01	7.025356e-02	4.613617e+00
0.30	4.811333e+00	1.184793e+00	-3.558596e-02	4.955192e+00
0.32	5.167888e+00	1.269873e+00	-2.412397e-01	5.327085e+00
0.34	5.578059e+00	1.472937e+00	-3.625268e-01	5.780633e+00
0.36	6.049706e+00	1.663192e+00	-4.522337e-01	6.290442e+00
0.38	6.290530e+00	1.900383e+00	-5.376390e-01	6.593275e+00
0.40	6.763437e+00	1.919516e+00	-5.669364e-01	7.053370e+00
0.42	7.182915e+00	1.961472e+00	-8.729847e-01	7.496915e+00
0.44	7.506664e+00	2.081880e+00	-1.117881e+00	7.869808e+00
0.46	7.803955e+00	2.170366e+00	-1.302580e+00	8.204201e+00
0.48	8.210762e+00	2.095822e+00	-1.533941e+00	8.611739e+00
0.50	8.504536e+00	2.123977e+00	-1.200293e+00	8.847549e+00
0.52	8.861024e+00	2.180870e+00	-1.400022e+00	9.232226e+00
0.54	9.012274e+00	2.392159e+00	-1.691777e+00	9.476583e+00
0.56	9.062851e+00	2.542818e+00	-1.896994e+00	9.602071e+00
0.58	9.175625e+00	2.845195e+00	-2.131770e+00	9.840309e+00
0.60	9.259720e+00	3.274150e+00	-1.852151e+00	9.994645e+00
0.62	9.411264e+00	3.559332e+00	-1.791961e+00	1.022017e+01
0.64	9.610684e+00	3.831719e+00	-1.468423e+00	1.045005e+01
0.66	9.790170e+00	4.131398e+00	-1.360415e+00	1.071292e+01
0.68	9.907843e+00	4.451333e+00	-1.347169e+00	1.094507e+01
0.70	1.014170e+01	4.658447e+00	-1.330103e+00	1.123941e+01
0.72	1.049925e+01	5.007201e+00	-1.181489e+00	1.169198e+01
0.74	1.056675e+01	5.372188e+00	-1.146384e+00	1.190928e+01
0.76	1.100406e+01	5.885401e+00	-1.118668e+00	1.252912e+01
0.78	1.112240e+01	6.198492e+00	-8.092109e-01	1.275868e+01
0.80	1.140433e+01	6.559942e+00	-8.942854e-01	1.318679e+01
0.82	1.176230e+01	6.849215e+00	-8.483765e-01	1.363756e+01
0.84	1.204255e+01	7.105140e+00	-8.948561e-01	1.401095e+01
0.86	1.237160e+01	7.497292e+00	-9.466661e-01	1.449697e+01
0.88	1.261557e+01	7.667937e+00	-7.930058e-01	1.478441e+01
0.90	1.290813e+01	7.776457e+00	-7.131567e-01	1.508647e+01
0.92	1.335443e+01	8.020623e+00	-6.890096e-01	1.559313e+01
0.94	1.373048e+01	8.076217e+00	-4.460022e-01	1.593582e+01
0.96	1.394909e+01	8.398208e+00	-3.478031e-01	1.628582e+01
0.98	1.427075e+01	8.740145e+00	-5.303996e-01	1.674293e+01
1.00	1.457193e+01	9.095631e+00	-6.096658e-01	1.718847e+01
1.02	1.498348e+01	9.515986e+00	-8.120487e-01	1.776846e+01
1.04	1.532565e+01	9.505613e+00	-8.026253e-01	1.805205e+01
1.06	1.560376e+01	9.868701e+00	-7.345677e-01	1.847724e+01
1.08	1.607346e+01	1.005380e+01	-7.375253e-01	1.897312e+01
1.10	1.637869e+01	9.905296e+00	-3.956540e-01	1.914505e+01
1.12	1.661032e+01	9.765270e+00	-1.566694e-01	1.926883e+01
1.14	1.661174e+01	9.575203e+00	1.809457e-01	1.917465e+01
1.16	1.651046e+01	9.428816e+00	7.807091e-01	1.902912e+01
1.18	1.672152e+01	9.150432e+00	1.112434e+00	1.909390e+01
1.20	1.675493e+01	9.045803e+00	1.511832e+00	1.910078e+01
1.22	1.684708e+01	8.965997e+00	1.740084e+00	1.916353e+01
1.24	1.689829e+01	8.901690e+00	2.078161e+00	1.921227e+01
1.26	1.669217e+01	8.441100e+00	1.771594e+00	1.878880e+01
1.28	1.642130e+01	8.244684e+00	1.582044e+00	1.844279e+01
1.30	1.625769e+01	8.134255e+00	1.433999e+00	1.823554e+01
1.32	1.601802e+01	7.974015e+00	1.411810e+00	1.794868e+01
1.34	1.578995e+01	7.671229e+00	1.337869e+00	1.760568e+01
1.36	1.564186e+01	7.248402e+00	1.132447e+00	1.727685e+01
1.38	1.537843e+01	6.889018e+00	1.006127e+00	1.688097e+01
1.40	1.504540e+01	6.617576e+00	6.571771e-01	1.644957e+01
1.42	1.488946e+01	6.279465e+00	4.770912e-01	1.616649e+01
