# T=300.0 K, eta=0.010 g/cm s, D=0.2197 mu^2/s, D_r=0.1648 rad^2/s, tmax=1000.0 s, dt=0.020 s, seed=98, <v>=20.0 mu/s, <t>= 0.10 s, lambda_T=0.200, run=True, tumble=True, tbm=True, rbm=True
0.02	8.553181e-01
0.04	7.318721e-01
0.06	6.265158e-01
0.08	5.372152e-01
0.10	4.598246e-01
0.12	3.933969e-01
0.14	3.379510e-01
0.16	2.903389e-01
0.18	2.495484e-01
0.20	2.151301e-01
0.22	1.864072e-01
0.24	1.606504e-01
0.26	1.380609e-01
0.28	1.195668e-01
0.30	1.027569e-01
0.32	8.810069e-02
0.34	7.503033e-02
0.36	6.453808e-02
0.38	5.520368e-02
0.40	4.715874e-02
0.42	4.017466e-02
0.44	3.349845e-02
0.46	2.712416e-02
0.48	2.183368e-02
0.50	1.738408e-02
0.52	1.329208e-02
0.54	1.055555e-02
0.56	9.898714e-03
0.58	9.476347e-03
0.60	8.511022e-03
0.62	8.448301e-03
0.64	7.540364e-03
0.66	6.945232e-03
0.68	4.883486e-03
0.70	3.739160e-03
0.72	2.499134e-03
0.74	1.218792e-03
0.76	5.456636e-04
0.78	8.418877e-04
0.80	8.397149e-04
0.82	1.974621e-03
0.84	3.141304e-03
0.86	4.039798e-03
0.88	4.745118e-03
0.90	5.234318e-03
0.92	5.411766e-03
0.94	4.802678e-03
0.96	4.127763e-03
0.98	3.083704e-03
1.00	1.973730e-03
1.02	2.115270e-03
1.04	2.038136e-03
1.06	1.261611e-03
1.08	8.663882e-04
1.10	1.098328e-03
1.12	2.153796e-03
1.14	3.357765e-03
1.16	4.474482e-03
1.18	5.416532e-03
1.20	5.940991e-03
1.22	6.459765e-03
1.24	6.911424e-03
1.26	6.588791e-03
1.28	6.460121e-03
1.30	5.442915e-03
1.32	4.683311e-03
1.34	5.113870e-03
1.36	4.618555e-03
1.38	3.949429e-03
1.40	4.226105e-03
1.42	5.128791e-03
1.44	5.534514e-03
1.46	4.758566e-03
1.48	3.355612e-03
1.50	2.611112e-03
1.52	1.001588e-03
1.54	-6.568808e-04
1.56	-1.816735e-03
1.58	-2.601997e-03
1.60	-2.757267e-03
1.62	-3.582703e-03
1.64	-5.278514e-03
1.66	-6.215573e-03
1.68	-7.243289e-03
1.70	-8.577806e-03
1.72	-9.872209e-03
1.74	-1.109684e-02
1.76	-1.297094e-02
1.78	-1.342528e-02
1.80	-1.260146e-02
1.82	-1.131833e-02
1.84	-9.393937e-03
1.86	-9.039209e-03
1.88	-8.676729e-03
1.90	-8.607850e-03
1.92	-7.895337e-03
1.94	-7.111452e-03
1.96	-6.369402e-03
1.98	-5.349041e-03
2.00	-4.726661e-03
2.02	-4.859870e-03
2.04	-5.804687e-03
2.06	-7.558368e-03
2.08	-8.840756e-03
2.10	-9.440430e-03
2.12	-1.033747e-02
2.14	-1.042589e-02
2.16	-1.016228e-02
2.18	-9.783723e-03
2.20	-1.027725e-02
2.22	-9.874857e-03
