# T=300.0 K, eta=0.010 g/cm s, D=0.2197 mu^2/s, D_r=0.1648 rad^2/s, tmax=1000.0 s, dt=0.020 s, seed=98, <v>=20.0 mu/s, <t>= 0.10 s, lambda_T=0.200, run=True, tumble=True, tbm=True, rbm=True
0.02	3.718949e-01
0.04	8.542256e-01
0.06	1.450618e+00
0.08	2.157872e+00
0.10	2.977005e+00
0.12	3.909405e+00
0.14	4.956399e+00
0.16	6.113777e+00
0.18	7.387974e+00
0.20	8.777494e+00
0.22	1.027732e+01
0.24	1.188894e+01
0.26	1.361443e+01
0.28	1.545696e+01
0.30	1.741109e+01
0.32	1.948172e+01
0.34	2.166661e+01
0.36	2.396676e+01
0.38	2.637465e+01
0.40	2.889555e+01
0.42	3.153213e+01
0.44	3.428236e+01
0.46	3.714620e+01
0.48	4.012397e+01
0.50	4.321780e+01
0.52	4.642739e+01
0.54	4.975242e+01
0.56	5.318821e+01
0.58	5.674061e+01
0.60	6.040474e+01
0.62	6.418191e+01
0.64	6.806831e+01
0.66	7.207004e+01
0.68	7.618511e+01
0.70	8.041131e+01
0.72	8.475109e+01
0.74	8.920781e+01
0.76	9.377301e+01
0.78	9.844866e+01
0.80	1.032380e+02
0.82	1.081382e+02
0.84	1.131473e+02
0.86	1.182690e+02
0.88	1.235016e+02
0.90	1.288478e+02
0.92	1.343042e+02
0.94	1.398739e+02
0.96	1.455585e+02
0.98	1.513539e+02
1.00	1.572598e+02
1.02	1.632748e+02
1.04	1.694020e+02
1.06	1.756395e+02
1.08	1.819883e+02
1.10	1.884493e+02
1.12	1.950200e+02
1.14	2.017067e+02
1.16	2.085081e+02
1.18	2.154255e+02
1.20	2.224549e+02
1.22	2.295969e+02
1.24	2.368540e+02
1.26	2.442297e+02
1.28	2.517127e+02
1.30	2.593132e+02
1.32	2.670300e+02
1.34	2.748600e+02
1.36	2.828014e+02
1.38	2.908546e+02
1.40	2.990211e+02
1.42	3.073010e+02
1.44	3.156938e+02
1.46	3.242001e+02
1.48	3.328157e+02
1.50	3.415485e+02
1.52	3.503938e+02
1.54	3.593516e+02
1.56	3.684230e+02
1.58	3.776085e+02
1.60	3.869102e+02
1.62	3.963245e+02
1.64	4.058530e+02
1.66	4.154883e+02
1.68	4.252364e+02
1.70	4.350957e+02
1.72	4.450652e+02
1.74	4.551488e+02
1.76	4.653425e+02
1.78	4.756479e+02
1.80	4.860681e+02
1.82	4.966039e+02
1.84	5.072514e+02
1.86	5.180129e+02
1.88	5.288884e+02
1.90	5.398788e+02
1.92	5.509826e+02
1.94	5.621979e+02
1.96	5.735226e+02
1.98	5.849599e+02
2.00	5.965050e+02
2.02	6.081617e+02
2.04	6.199368e+02
2.06	6.318286e+02
2.08	6.438341e+02
2.10	6.559550e+02
2.12	6.681911e+02
2.14	6.805414e+02
2.16	6.930016e+02
2.18	7.055788e+02
2.20	7.182714e+02
2.22	7.310749e+02
2.24	7.439873e+02
2.26	7.570106e+02
2.28	7.701414e+02
2.30	7.833891e+02
2.32	7.967520e+02
2.34	8.102251e+02
2.36	8.238109e+02
2.38	8.375190e+02
2.40	8.513439e+02
2.42	8.652807e+02
2.44	8.793331e+02
2.46	8.935000e+02
2.48	9.077826e+02
2.50	9.221744e+02
2.52	9.366790e+02
2.54	9.512992e+02
2.56	9.660356e+02
2.58	9.808799e+02
2.60	9.958388e+02
2.62	1.010914e+03
2.64	1.026100e+03
2.66	1.041401e+03
2.68	1.056817e+03
2.70	1.072349e+03
2.72	1.087995e+03
2.74	1.103751e+03
2.76	1.119624e+03
2.78	1.135614e+03
2.80	1.151721e+03
2.82	1.167945e+03
2.84	1.184283e+03
2.86	1.200735e+03
2.88	1.217297e+03
2.90	1.233974e+03
2.92	1.250765e+03
2.94	1.267677e+03
2.96	1.284701e+03
2.98	1.301840e+03
3.00	1.319089e+03
3.02	1.336450e+03
3.04	1.353924e+03
3.06	1.371510e+03
3.08	1.389206e+03
3.10	1.407015e+03
3.12	1.424936e+03
3.14	1.442966e+03
3.16	1.461112e+03
3.18	1.479374e+03
3.20	1.497750e+03
3.22	1.516239e+03
3.24	1.534840e+03
3.26	1.553555e+03
3.28	1.572380e+03
3.30	1.591318e+03
3.32	1.610369e+03
3.34	1.629533e+03
3.36	1.648808e+03
3.38	1.668190e+03
3.40	1.687683e+03
3.42	1.707294e+03
3.44	1.727014e+03
3.46	1.746846e+03
3.48	1.766793e+03
3.50	1.786845e+03
3.52	1.807014e+03
3.54	1.827294e+03
3.56	1.847688e+03
3.58	1.868196e+03
3.60	1.888816e+03
3.62	1.909545e+03
3.64	1.930390e+03
3.66	1.951350e+03
3.68	1.972425e+03
3.70	1.993613e+03
3.72	2.014915e+03
3.74	2.036329e+03
3.76	2.057853e+03
3.78	2.079489e+03
3.80	2.101241e+03
3.82	2.123109e+03
3.84	2.145092e+03
3.86	2.167185e+03
3.88	2.189401e+03
3.90	2.211730e+03
3.92	2.234170e+03
3.94	2.256726e+03
3.96	2.279394e+03
3.98	2.302171e+03
4.00	2.325061e+03
4.02	2.348063e+03
4.04	2.371173e+03
4.06	2.394396e+03
4.08	2.417734e+03
4.10	2.441184e+03
4.12	2.464750e+03
4.14	2.488429e+03
4.16	2.512218e+03
4.18	2.536120e+03
4.20	2.560137e+03
4.22	2.584273e+03
4.24	2.608522e+03
4.26	2.632889e+03
4.28	2.657371e+03
4.30	2.681967e+03
4.32	2.706679e+03
4.34	2.731508e+03
4.36	2.756449e+03
4.38	2.781504e+03
4.40	2.806672e+03
4.42	2.831951e+03
4.44	2.857343e+03
